grid_type,diffusion_evs,diffusion_hps,diffusion_pv_storage,curtailment,tariff_wholesale,tariff_grid_usage_fee,q,component,value
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 98_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 40_HH1a_random_vacWinter_ees,0.00030010818811040436
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 40_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 32_entity,-0.00014142218811040433
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 80_entity,-0.00015168600000000002
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Bus 34_HH1a_random_vacWinter_ees,0.00014842218811040434
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Bus 34_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Load 7_entity,-0.00014142218811040433
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 124_HH2b_eff_vacSummer_ees,5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 53_entity,-5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 7_HH1a_random_vacSummer_ees,0.00016001455132360847
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 15_entity,-0.00010004648843409753
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 63_entity,-5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 109_HH1b_eff_vacWinter_ees,0.00014211417783063042
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 109_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 80_entity,-0.00014200417783063042
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Bus 8_HH2a_random_vacSummer_ees,0.00010975879739393027
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Bus 8_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 4_entity,-0.00010925879739393027
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 55_HH1a_random_vacWinter_ees,0.00014842218811040434
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 55_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 37_entity,-0.00014142218811040433
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Bus 44_HH2b_eff_vacWinter_ees,7.967043276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Bus 44_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Load 41_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 34_HH2a_eff_vacSummer_ees,6.476677165584326e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 70_entity,-6.476677165584326e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 34_HH1b_random_vacWinter_ees,0.00012633524111845893
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 70_entity,-0.00012633524111845893
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Bus 5_HH1b_eff_vacWinter_ees,0.00021092217783063043
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Bus 5_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 14_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 26_entity,-0.00014200417783063042
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 23_HH1a_random_vacWinter_ees,0.00020769318811040432
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 23_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 52_entity,-0.00014142218811040433
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 28_entity,-5.9271e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 83_HH1a_eff_vacSummer_ees,0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 72_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 77_HH2b_eff_vacWinter_ees,7.967043276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 77_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 14_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 43_HH2a_eff_vacWinter_ees,6.530704817947876e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 14_entity,-6.530704817947876e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Bus 12_HH1a_random_vacWinter_ees,0.00014842218811040434
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Bus 12_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Load 28_entity,-0.00014142218811040433
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 60_HH2a_random_vacWinter_ees,0.0001341244394786528
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 51_entity,-0.0001341244394786528
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 27_HH2b_random_vacSummer_ees,6.494825999843774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 27_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 1_entity,-6.443825999843775e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 28_HH2b_random_vacWinter_ees,0.000153830416447206
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 5_entity,-0.000153830416447206
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 75_HH1a_random_vacWinter_ees,0.00014842218811040434
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 75_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 87_entity,-0.00014142218811040433
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 71_HH2a_random_vacSummer_ees,0.00010975879739393027
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 71_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 91_entity,-0.00010925879739393027
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 92_HH2b_random_vacSummer_ees,6.494825999843774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 92_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 3_entity,-6.443825999843775e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 67_HH2b_random_vacWinter_ees,0.000153830416447206
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 62_entity,-0.000153830416447206
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 32_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 34_entity,-5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 81_entity,-0.0001341244394786528
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 82_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 83_entity,-0.00010925879739393027
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 46_HH1b_random_vacSummer_ees,0.0003349024962918925
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 46_entity,-0.0003349024962918925
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 4_HH1a_random_vacSummer_ees,0.00043494898472599004
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 53_entity,-0.00010004648843409753
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 51_entity,-0.0003349024962918925
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 24_HH2b_eff_vacSummer_ees,5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 70_entity,-5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 119_HH2b_random_vacSummer_ees,6.494825999843774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 119_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 66_entity,-6.443825999843775e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 93_HH1b_eff_vacSummer_ees,0.00011287781863823222
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 114_entity,-0.00011287781863823222
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 57_HH2b_random_vacSummer_ees,6.494825999843774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 57_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 92_entity,-6.443825999843775e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 120_HH1b_random_vacSummer_ees,0.0003349024962918925
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 18_entity,-0.0003349024962918925
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 24_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 24_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 3_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 75_entity,-0.00014142218811040433
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 76_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 77_entity,-3.0812e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 115_HH2a_random_vacSummer_ees,0.00010975879739393027
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 115_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 26_entity,-0.00010925879739393027
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 4_HH1a_eff_vacSummer_ees,0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 29_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV1.202 Bus 6_HH2b_random_vacSummer_ees,6.494825999843774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV1.202 Bus 6_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV1.202 Load 6_entity,-6.443825999843775e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 18_LV6.202 Load 31_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 18_LV6.202 Load 78_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 31_entity,-0.00017781300000000003
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 78_entity,-0.000241935
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 79_entity,-0.0001341244394786528
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 102_HH2b_eff_vacWinter_ees,7.967043276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 102_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 30_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 132_HH1a_random_vacSummer_ees,0.00010004648843409753
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 90_entity,-0.00010004648843409753
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 14_HH1b_random_vacSummer_ees,0.0005205042936858227
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 14_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 28_entity,-0.00010925879739393027
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 72_entity,-0.0003349024962918925
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 73_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 15_HH2b_eff_vacWinter_ees,7.967043276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 15_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 72_entity,-7.950943276752597e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 95_HH1a_eff_vacWinter_ees,7.422135183588437e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 33_entity,-7.422135183588437e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Bus 2_HH2b_eff_vacSummer_ees,5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Load 11_entity,-5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 30_HH1a_random_vacSummer_ees,0.00010004648843409753
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 38_entity,-0.00010004648843409753
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 104_HH2a_eff_vacWinter_ees,6.530704817947876e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 36_entity,-6.530704817947876e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 93_HH1b_eff_vacWinter_ees,0.00014211417783063042
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 93_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 33_entity,-0.00014200417783063042
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 111_HH1a_random_vacWinter_ees,0.00014842218811040434
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 111_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 68_entity,-0.00014142218811040433
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 39_HH1a_eff_vacWinter_ees,7.422135183588437e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 17_entity,-7.422135183588437e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 80_HH2b_eff_vacSummer_ees,5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 25_entity,-5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 42_HH1a_eff_vacSummer_ees,0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 99_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 43_HH2b_eff_vacSummer_ees,5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 73_entity,-5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 8_HH1a_random_vacWinter_ees,0.00014842218811040434
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 8_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 46_entity,-0.00014142218811040433
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Bus 20_HH2b_random_vacWinter_ees,0.000153830416447206
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Load 12_entity,-0.000153830416447206
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 47_HH1a_eff_vacSummer_ees,0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 100_entity,-0.00014253649975302043
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 91_HH1b_random_vacSummer_ees,0.0003349024962918925
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 107_entity,-0.0003349024962918925
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 77_HH1a_eff_vacWinter_ees,7.422135183588437e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 14_entity,-7.422135183588437e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 127_HH1b_random_vacWinter_ees,0.00012633524111845893
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 48_entity,-0.00012633524111845893
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 69_LV3.203 Load 42_ees,9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 42_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 1_LV5.217 Load 7_ees,6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 7_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 71_LV3.202 Load 91_ees,3.0812e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 91_entity,-3.0812e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 105_LV3.203 Load 94_ees,3.0812e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 94_entity,-3.0812e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 60_LV3.202 Load 51_ees,9.6884e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 60_LV3.202 Load 51_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 51_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 90_entity,-0.001186122
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 111_LV3.205 Load 68_ees,7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 68_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 11_LV3.202 Load 44_ees,0.00017781300000000003
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 44_entity,-0.00017781300000000003
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 83_LV3.204 Load 72_ees,5.1062e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 83_LV3.204 Load 72_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 72_entity,-5.0562e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Bus 6_LV4.202 Load 29_ees,4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.202 Load 29_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 13_LV3.204 Load 99_ees,7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 99_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 80_LV3.205 Load 25_ees,4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 25_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 133_LV3.205 Load 9_ees,7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 9_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 21_LV3.202 Load 27_ees,7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 27_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Bus 46_LV2.217 Load 83_ees,8.1374e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 56_entity,-5.0562e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.217 Load 83_entity,-3.0812e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 20_LV3.204 Load 11_ees,3.1312e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 20_LV3.204 Load 11_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 11_entity,-3.0812e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 39_LV3.202 Load 105_ees,7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 105_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 111_LV3.202 Load 68_ees,7.595300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 111_LV3.202 Load 68_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 68_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 39_LV5.217 Load 83_ees,0.00012691500000000001
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 39_LV5.217 Load 83_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 83_entity,-0.000126405
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 68_LV3.205 Load 78_ees,3.0812e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 78_entity,-3.0812e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 33_entity,-0.000344824
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 82_LV3.204 Load 15_ees,6.896900000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Bus 82_LV3.204 Load 15_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.204 Load 15_entity,-6.880800000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 72_LV2.203 Load 57_ees,4.6372e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 72_LV2.203 Load 57_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 57_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 56_LV2.203 Load 41_ees,7.3668e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 11_entity,-2.5281e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 41_entity,-4.8387e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 91_LV3.205 Load 107_ees,3.0812e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 107_entity,-3.0812e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 5_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 105_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 106_entity,-5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 57_LV3.203 Load 75_ees,4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 75_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Bus 18_LV5.217 Load 40_ees,0.000160552
standard,70,standard,standard,none,rtt,fix,q09705,LV5.217 Load 40_entity,-0.000160552
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Bus 79_LV2.203 Load 67_ees,7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV2.203 Load 67_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Bus 13_LV4.232 Load 22_ees,7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.232 Load 22_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 124_LV3.202 Load 53_ees,4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 53_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 38_LV3.205 Load 112_ees,0.00024408400000000002
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 38_LV3.205 Load 112_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 112_entity,-0.000237084
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 103_LV3.205 Load 71_ees,4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 71_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 33_LV6.202 Load 1_ees,0.00020057783454535422
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 1_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 58_entity,-5.996806288951095e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 59_entity,-6.476677165584326e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 97_LV3.205 Load 65_ees,0.00017781300000000003
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 65_entity,-0.00017781300000000003
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 60_LV3.205 Load 51_ees,9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 51_entity,-9.6774e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Bus 18_LV3.202 Load 17_ees,5.0562e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.202 Load 17_entity,-5.0562e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV4.219 Load 34_entity,-0.0014402910000000002
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 133_LV3.203 Load 9_ees,7.595300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 133_LV3.203 Load 9_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 9_entity,-7.584300000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 80_LV3.203 Load 25_ees,4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 25_entity,-4.6218e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 59_LV6.202 Load 56_ees,9.694400000000001e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Bus 59_LV6.202 Load 56_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 56_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV6.202 Load 57_entity,-5.0562e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Bus 130_LV3.203 Load 64_ees,4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.203 Load 64_entity,-4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Bus 128_LV3.205 Load 84_ees,4.5872000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09705,LV3.205 Load 84_entity,-4.5872000000000004e-05
